plateRS;parkingIdRS;uniqueIDRS;makeAutomaticPaymentRS
BBD817;100;PDPEV27083950;true
BCE297;100;PDPEV27083951;true
BAB740;100;PDPEV27083952;true
BEC349;100;PDPEV27083953;true
BEC350;100;PDPEV27083954;true
AEA198;100;PDPEV27083955;true
ACC049;100;PDPEV27083956;true
ACD368;100;PDPEV27083957;true
BBD819;100;PDPEV27083958;true
CAE288;100;PDPEV27083959;true
BDA626;100;PDPEV27083960;true
ABB284;100;PDPEV27083961;true
CAE389;100;PDPEV27083962;true
ABA198;100;PDPEV27083963;true
AEB409;100;PDPEV27083964;true
AEB410;100;PDPEV27083965;true
AEB411;100;PDPEV27083966;true
BBC439;100;PDPEV27083967;true
BDD906;100;PDPEV27083968;true
ACD777;100;PDPEV27083969;true
CAC076;100;PDPEV27083970;true
BDB162;100;PDPEV27083971;true
BEC965;100;PDPEV27083972;true
AAB652;100;PDPEV27083973;true
AEC611;100;PDPEV27083974;true
AEC209;100;PDPEV27083975;true
ABD537;100;PDPEV27083976;true
BDC697;100;PDPEV27083977;true
BAD827;100;PDPEV27083978;true
AED634;100;PDPEV27083979;true
BAD071;100;PDPEV27083980;true
ADC000;100;PDPEV27083981;true
BDC664;100;PDPEV27083982;true
BAE263;100;PDPEV27083983;true
BEE757;100;PDPEV27083984;true
AAD308;100;PDPEV27083985;true
AEC140;100;PDPEV27083986;true
AAD593;100;PDPEV27083987;true
CAB099;100;PDPEV27083988;true
ADA691;100;PDPEV27083989;true
BEA070;100;PDPEV27083990;true
ABB913;100;PDPEV27083991;true
AAA718;100;PDPEV27083992;true
BDC204;100;PDPEV27083993;true
BDC093;100;PDPEV27083994;true
BAD063;100;PDPEV27083995;true
BCE912;100;PDPEV27083996;true
ABA578;100;PDPEV27083997;true
BAD066;100;PDPEV27083998;true
AEB664;100;PDPEV27083999;true
ACE550;100;PDPEV27084000;true
BBC941;100;PDPEV27084001;true
ABC998;100;PDPEV27084002;true
ACC734;100;PDPEV27084003;true
CAC447;100;PDPEV27084004;true
BAC189;100;PDPEV27084005;true
BBD908;100;PDPEV27084006;true
CAD643;100;PDPEV27084007;true
ACD459;100;PDPEV27084008;true
BBD221;100;PDPEV27084009;true
ACD182;100;PDPEV27084010;true
ABB314;100;PDPEV27084011;true
BCE355;100;PDPEV27084012;true
ACC090;100;PDPEV27084013;true
ACD144;100;PDPEV27084014;true
ADE964;100;PDPEV27084015;true
ACD145;100;PDPEV27084016;true
BBC563;100;PDPEV27084017;true
BAB734;100;PDPEV27084018;true
BBD593;100;PDPEV27084019;true
BEC131;100;PDPEV27084020;true
ACC091;100;PDPEV27084021;true
BBD795;100;PDPEV27084022;true
ABB470;100;PDPEV27084023;true
ABA245;100;PDPEV27084024;true
AAA965;100;PDPEV27084025;true
BCA063;100;PDPEV27084026;true
BAD163;100;PDPEV27084027;true
ABC727;100;PDPEV27084028;true
BCE110;100;PDPEV27084029;true
BEA768;100;PDPEV27084030;true
ABB471;100;PDPEV27084031;true
BBC218;100;PDPEV27084032;true
ACD354;100;PDPEV27084033;true
ABB472;100;PDPEV27084034;true
CAC603;100;PDPEV27084035;true
BCE764;100;PDPEV27084036;true
BAB849;100;PDPEV27084037;true
ACD249;100;PDPEV27084038;true
BEC217;100;PDPEV27084039;true
AAE993;100;PDPEV27084040;true
ADD700;100;PDPEV27084041;true
ACC489;100;PDPEV27084042;true
BEA915;100;PDPEV27084043;true
ACC401;100;PDPEV27084044;true
ADD194;100;PDPEV27084045;true
ACE949;100;PDPEV27084046;true
ADE945;100;PDPEV27084047;true
BBC243;100;PDPEV27084048;true
ADD636;100;PDPEV27084049;true
BCE100;100;PDPEV27084050;true
ADE946;100;PDPEV27084051;true
BEA841;100;PDPEV27084052;true
BAA584;100;PDPEV27084053;true
ADD730;100;PDPEV27084054;true
ACB786;100;PDPEV27084055;true
BEE116;100;PDPEV27084056;true
BAD611;100;PDPEV27084057;true
AEB845;100;PDPEV27084058;true
CAC705;100;PDPEV27084059;true
AAE188;100;PDPEV27084060;true
BBD575;100;PDPEV27084061;true
ABB262;100;PDPEV27084062;true
BBD577;100;PDPEV27084063;true
AAB360;100;PDPEV27084064;true
ABB264;100;PDPEV27084065;true
ACC666;100;PDPEV27084066;true
ACA961;100;PDPEV27084067;true
BAA693;100;PDPEV27084068;true
ADE949;100;PDPEV27084069;true
BBB454;100;PDPEV27084070;true
CAB989;100;PDPEV27084071;true
BBC507;100;PDPEV27084072;true
CAB990;100;PDPEV27084073;true
AAE262;100;PDPEV27084074;true
AEE723;100;PDPEV27084075;true
AEE724;100;PDPEV27084076;true
AAC277;100;PDPEV27084077;true
BAB414;100;PDPEV27084078;true
ABA889;100;PDPEV27084079;true
ACB384;100;PDPEV27084080;true
CAA181;100;PDPEV27084081;true
AAB369;100;PDPEV27084082;true
BCA458;100;PDPEV27084083;true
ADA139;100;PDPEV27084084;true
ACD555;100;PDPEV27084085;true
BEB105;100;PDPEV27084086;true
BEB129;100;PDPEV27084087;true
CAB095;100;PDPEV27084088;true
ADE058;100;PDPEV27084089;true
ABA649;100;PDPEV27084090;true
BBD100;100;PDPEV27084091;true
ACC613;100;PDPEV27084092;true
BCE888;100;PDPEV27084093;true
BCE889;100;PDPEV27084094;true
BAB096;100;PDPEV27084095;true
CAD837;100;PDPEV27084096;true
BCE871;100;PDPEV27084097;true
BDE140;100;PDPEV27084098;true
BBA655;100;PDPEV27084099;true
ACB857;100;PDPEV27084100;true
BEA916;100;PDPEV27084101;true
ACC018;100;PDPEV27084102;true
BAA503;100;PDPEV27084103;true
BAA504;100;PDPEV27084104;true
CAC932;100;PDPEV27084105;true
BCA272;100;PDPEV27084106;true
BDA680;100;PDPEV27084107;true
BDC340;100;PDPEV27084108;true
AEA080;100;PDPEV27084109;true
BEC404;100;PDPEV27084110;true
BEC406;100;PDPEV27084111;true
ADB121;100;PDPEV27084112;true
ACD157;100;PDPEV27084113;true
BEC097;100;PDPEV27084114;true
AEA318;100;PDPEV27084115;true
ACD499;100;PDPEV27084116;true
ACB862;100;PDPEV27084117;true
CAE441;100;PDPEV27084118;true
BEC502;100;PDPEV27084119;true
BBD606;100;PDPEV27084120;true
ABA011;100;PDPEV27084121;true
BEC099;100;PDPEV27084122;true
BBC333;100;PDPEV27084123;true
AAE908;100;PDPEV27084124;true
ADE974;100;PDPEV27084125;true
ADE975;100;PDPEV27084126;true
BDA387;100;PDPEV27084127;true
BDA388;100;PDPEV27084128;true
BAB738;100;PDPEV27084129;true
AEB867;100;PDPEV27084130;true
ACD490;100;PDPEV27084131;true
BDE555;100;PDPEV27084132;true
BCA554;100;PDPEV27084133;true
BDE556;100;PDPEV27084134;true
AAD803;100;PDPEV27084135;true
BDC295;100;PDPEV27084136;true
CAB253;100;PDPEV27084137;true
ADC870;100;PDPEV27084138;true
CAC789;100;PDPEV27084139;true
ACC039;100;PDPEV27084140;true
CAC927;100;PDPEV27084141;true
BAA668;100;PDPEV27084142;true
ADD819;100;PDPEV27084143;true
AEB745;100;PDPEV27084144;true
BAA669;100;PDPEV27084145;true
BAB823;100;PDPEV27084146;true
CAE139;100;PDPEV27084147;true
ADA281;100;PDPEV27084148;true
BCE266;100;PDPEV27084149;true
ADA282;100;PDPEV27084150;true
BDC438;100;PDPEV27084151;true
AEA058;100;PDPEV27084152;true
BDC439;100;PDPEV27084153;true
ABB453;100;PDPEV27084154;true
AEC028;100;PDPEV27084155;true
AEC029;100;PDPEV27084156;true
BAB962;100;PDPEV27084157;true
ACD355;100;PDPEV27084158;true
BDA607;100;PDPEV27084159;true
AEC027;100;PDPEV27084160;true
BBD799;100;PDPEV27084161;true
BAD812;100;PDPEV27084162;true
ACD357;100;PDPEV27084163;true
BDA609;100;PDPEV27084164;true
BAB966;100;PDPEV27084165;true
ADE550;100;PDPEV27084166;true
BDE279;100;PDPEV27084167;true
AEA189;100;PDPEV27084168;true
AAD539;100;PDPEV27084169;true
ABB476;100;PDPEV27084170;true
ABE183;100;PDPEV27084171;true
ADA140;100;PDPEV27084172;true
AAC443;100;PDPEV27084173;true
ABD373;100;PDPEV27084174;true
ADA262;100;PDPEV27084175;true
AAC444;100;PDPEV27084176;true
ADA263;100;PDPEV27084177;true
ABD374;100;PDPEV27084178;true
BDD261;100;PDPEV27084179;true
BAE689;100;PDPEV27084180;true
BDC420;100;PDPEV27084181;true
AAE737;100;PDPEV27084182;true
BAA328;100;PDPEV27084183;true
CAC477;100;PDPEV27084184;true
BBC040;100;PDPEV27084185;true
AAE825;100;PDPEV27084186;true
ACB655;100;PDPEV27084187;true
AAE665;100;PDPEV27084188;true
BEA414;100;PDPEV27084189;true
AEA303;100;PDPEV27084190;true
BEA415;100;PDPEV27084191;true
BDA739;100;PDPEV27084192;true
ACB477;100;PDPEV27084193;true
BEC485;100;PDPEV27084194;true
AEC042;100;PDPEV27084195;true
BCD935;100;PDPEV27084196;true
CAC611;100;PDPEV27084197;true
BEA418;100;PDPEV27084198;true
BEA585;100;PDPEV27084199;true
BAD819;100;PDPEV27084200;true
AAE828;100;PDPEV27084201;true
BDC454;100;PDPEV27084202;true
BBB772;100;PDPEV27084203;true
BBB969;100;PDPEV27084204;true
AEC043;100;PDPEV27084205;true
BBA657;100;PDPEV27084206;true
BAA586;100;PDPEV27084207;true
BBC416;100;PDPEV27084208;true
ACB947;100;PDPEV27084209;true
BAA100;100;PDPEV27084210;true
BEA502;100;PDPEV27084211;true
BDA393;100;PDPEV27084212;true
ABB576;100;PDPEV27084213;true
ACD253;100;PDPEV27084214;true
BAE704;100;PDPEV27084215;true
BBD620;100;PDPEV27084216;true
CAE064;100;PDPEV27084217;true
BBD611;100;PDPEV27084218;true
BBD214;100;PDPEV27084219;true
FKS102;100;PDPEV27084220;true
PWQ356;100;PDPEV27084221;true
PQA741;100;PDPEV27084222;true
NNN828;100;PDPEV27084223;true
QAQ828;100;PDPEV27084224;true
BEE170;100;PDPEV27084225;true
CAB260;100;PDPEV27084226;true
BDE325;100;PDPEV27084227;true
AEE231;100;PDPEV27084228;true
ABD222;100;PDPEV27084229;true
AEB889;100;PDPEV27084230;true
ADC200;100;PDPEV27084231;true
BCA557;100;PDPEV27084232;true
CAD424;100;PDPEV27084233;true
BDC412;100;PDPEV27084234;true
ADA148;100;PDPEV27084235;true
BCE788;100;PDPEV27084236;true
ABD223;100;PDPEV27084237;true
BAB967;100;PDPEV27084238;true
CAE281;100;PDPEV27084239;true
AEA190;100;PDPEV27084240;true
BEC341;100;PDPEV27084241;true
AED960;100;PDPEV27084242;true
AEA271;100;PDPEV27084243;true
ABB599;100;PDPEV27084244;true
BCE197;100;PDPEV27084245;true
ACB956;100;PDPEV27084246;true
BCE198;100;PDPEV27084247;true
BCD586;100;PDPEV27084248;true
BCE199;100;PDPEV27084249;true
ABA098;100;PDPEV27084250;true
BBC428;100;PDPEV27084251;true
BCE200;100;PDPEV27084252;true
ADD748;100;PDPEV27084253;true
BCE202;100;PDPEV27084254;true
ACB957;100;PDPEV27084255;true
BBC429;100;PDPEV27084256;true
ACB958;100;PDPEV27084257;true
ABA099;100;PDPEV27084258;true
BBC431;100;PDPEV27084259;true
BCE138;100;PDPEV27084260;true
BAA538;100;PDPEV27084261;true
BEA797;100;PDPEV27084262;true
BAD581;100;PDPEV27084263;true
CAE098;100;PDPEV27084264;true
ABB328;100;PDPEV27084265;true
BDA424;100;PDPEV27084266;true
BDA425;100;PDPEV27084267;true
CAE099;100;PDPEV27084268;true
AEA021;100;PDPEV27084269;true
BAB791;100;PDPEV27084270;true
ACD197;100;PDPEV27084271;true
CAE101;100;PDPEV27084272;true
BCB573;100;PDPEV27084273;true
BCB657;100;PDPEV27084274;true
BEB309;100;PDPEV27084275;true
ABE410;100;PDPEV27084276;true
AAC527;100;PDPEV27084277;true
CAA400;100;PDPEV27084278;true
AAC684;100;PDPEV27084279;true
BAE776;100;PDPEV27084280;true
AED087;100;PDPEV27084281;true
BAE913;100;PDPEV27084282;true
AAC555;100;PDPEV27084283;true
BBC897;100;PDPEV27084284;true
CAA013;100;PDPEV27084285;true
ADA891;100;PDPEV27084286;true
BEE941;100;PDPEV27084287;true
BDD335;100;PDPEV27084288;true
ADE238;100;PDPEV27084289;true
CAA363;100;PDPEV27084290;true
BDD409;100;PDPEV27084291;true
BBD839;100;PDPEV27084292;true
BDD093;100;PDPEV27084293;true
BCB456;100;PDPEV27084294;true
ADA959;100;PDPEV27084295;true
CAA015;100;PDPEV27084296;true
BAE647;100;PDPEV27084297;true
BDD212;100;PDPEV27084298;true
BDD200;100;PDPEV27084299;true
BBD890;100;PDPEV27084300;true
BEB779;100;PDPEV27084301;true
ACD258;100;PDPEV27084302;true
BCE149;100;PDPEV27084303;true
AEA141;100;PDPEV27084304;true
ABB427;100;PDPEV27084305;true
BAB899;100;PDPEV27084306;true
BEC287;100;PDPEV27084307;true
CAE219;100;PDPEV27084308;true
BAA554;100;PDPEV27084309;true
ABA055;100;PDPEV27084310;true
ABB429;100;PDPEV27084311;true
BCA570;100;PDPEV27084312;true
AEA142;100;PDPEV27084313;true
BEA814;100;PDPEV27084314;true
BAC075;100;PDPEV27084315;true
CAE370;100;PDPEV27084316;true
CAC839;100;PDPEV27084317;true
BBD894;100;PDPEV27084318;true
AEA269;100;PDPEV27084319;true
BEC435;100;PDPEV27084320;true
BBC402;100;PDPEV27084321;true
CAE371;100;PDPEV27084322;true
BCE159;100;PDPEV27084323;true
ABA070;100;PDPEV27084324;true
ACD451;100;PDPEV27084325;true
CAE372;100;PDPEV27084326;true
BBD895;100;PDPEV27084327;true
BBD965;100;PDPEV27084328;true
CAC846;100;PDPEV27084329;true
BEA826;100;PDPEV27084330;true
BAA566;100;PDPEV27084331;true
BEC483;100;PDPEV27084332;true
CAE419;100;PDPEV27084333;true
ABB628;100;PDPEV27084334;true
BBC418;100;PDPEV27084335;true
BAA474;100;PDPEV27084336;true
AEA248;100;PDPEV27084337;true
CAE330;100;PDPEV27084338;true
BCD674;100;PDPEV27084339;true
BEE228;100;PDPEV27084340;true
AAD598;100;PDPEV27084341;true
CAD425;100;PDPEV27084342;true
CAD426;100;PDPEV27084343;true
ADE354;100;PDPEV27084344;true
CAE110;100;PDPEV27084345;true
ABD336;100;PDPEV27084346;true
BEE321;100;PDPEV27084347;true
ADA279;100;PDPEV27084348;true
BEA994;100;PDPEV27084349;true
BBC561;100;PDPEV27084350;true
ADD911;100;PDPEV27084351;true
ABB362;100;PDPEV27084352;true
CAC706;100;PDPEV27084353;true
ADC202;100;PDPEV27084354;true
AEA057;100;PDPEV27084355;true
ABB364;100;PDPEV27084356;true
CAE136;100;PDPEV27084357;true
CAE137;100;PDPEV27084358;true
ABA156;100;PDPEV27084359;true
BEA911;100;PDPEV27084360;true
BAA667;100;PDPEV27084361;true
BEC162;100;PDPEV27084362;true
CAE142;100;PDPEV27084363;true
BEC439;100;PDPEV27084364;true
BAB947;100;PDPEV27084365;true
BAB949;100;PDPEV27084366;true
CAE267;100;PDPEV27084367;true
BDA597;100;PDPEV27084368;true
ABB463;100;PDPEV27084369;true
BEC332;100;PDPEV27084370;true
BAB951;100;PDPEV27084371;true
BAE596;100;PDPEV27084372;true
ABB330;100;PDPEV27084373;true
ACD061;100;PDPEV27084374;true
BBD510;100;PDPEV27084375;true
ADE881;100;PDPEV27084376;true
CAD959;100;PDPEV27084377;true
CAD961;100;PDPEV27084378;true
ACD062;100;PDPEV27084379;true
BDA303;100;PDPEV27084380;true
ABE915;100;PDPEV27084381;true
ABD918;100;PDPEV27084382;true
BDC101;100;PDPEV27084383;true
AEB637;100;PDPEV27084384;true
ACA641;100;PDPEV27084385;true
BBE990;100;PDPEV27084386;true
ABC578;100;PDPEV27084387;true
ABC678;100;PDPEV27084388;true
AEB841;100;PDPEV27084389;true
ACE818;100;PDPEV27084390;true
AEB617;100;PDPEV27084391;true
AAB192;100;PDPEV27084392;true
ACE924;100;PDPEV27084393;true
ACE626;100;PDPEV27084394;true
BAD227;100;PDPEV27084395;true
AAA266;100;PDPEV27084396;true
BDB187;100;PDPEV27084397;true
ABC023;100;PDPEV27084398;true
AAA319;100;PDPEV27084399;true
AAA313;100;PDPEV27084400;true
BCB031;100;PDPEV27084401;true
BAC430;100;PDPEV27084402;true
BAC355;100;PDPEV27084403;true
AEC986;100;PDPEV27084404;true
BEC265;100;PDPEV27084405;true
ADE136;100;PDPEV27084406;true
ABA546;100;PDPEV27084407;true
BDA138;100;PDPEV27084408;true
ADE217;100;PDPEV27084409;true
CAD775;100;PDPEV27084410;true
BCE669;100;PDPEV27084411;true
ACC387;100;PDPEV27084412;true
BBC899;100;PDPEV27084413;true
AAC654;100;PDPEV27084414;true
BCB690;100;PDPEV27084415;true
ABB657;100;PDPEV27084416;true
BAC156;100;PDPEV27084417;true
BAC157;100;PDPEV27084418;true
BDA835;100;PDPEV27084419;true
BEC581;100;PDPEV27084420;true
BEC163;100;PDPEV27084421;true
BBD658;100;PDPEV27084422;true
AEA326;100;PDPEV27084423;true
BBD974;100;PDPEV27084424;true
BEC390;100;PDPEV27084425;true
AEA327;100;PDPEV27084426;true
BBD781;100;PDPEV27084427;true
BAC134;100;PDPEV27084428;true
BEC497;100;PDPEV27084429;true
CAE262;100;PDPEV27084430;true
AEA328;100;PDPEV27084431;true
AEA332;100;PDPEV27084432;true
BDA587;100;PDPEV27084433;true
BAC122;100;PDPEV27084434;true
ABA056;100;PDPEV27084435;true
ABB121;100;PDPEV27084436;true
CAE421;100;PDPEV27084437;true
ACD498;100;PDPEV27084438;true
ADC391;100;PDPEV27084439;true
BEB413;100;PDPEV27084440;true
ACB955;100;PDPEV27084441;true
BAA598;100;PDPEV27084442;true
BCE229;100;PDPEV27084443;true
BBD712;100;PDPEV27084444;true
BDA396;100;PDPEV27084445;true
BBD612;100;PDPEV27084446;true
ABB295;100;PDPEV27084447;true
BCE246;100;PDPEV27084448;true
CAC907;100;PDPEV27084449;true
CAE069;100;PDPEV27084450;true
ADD795;100;PDPEV27084451;true
ABC763;100;PDPEV27084452;true
BBB683;100;PDPEV27084453;true
CAC908;100;PDPEV27084454;true
BEC114;100;PDPEV27084455;true
ABA154;100;PDPEV27084456;true
BBC889;100;PDPEV27084457;true
AAB464;100;PDPEV27084458;true
ADA126;100;PDPEV27084459;true
BBC890;100;PDPEV27084460;true
ABA534;100;PDPEV27084461;true
CAC166;100;PDPEV27084462;true
ADE100;100;PDPEV27084463;true
ADE101;100;PDPEV27084464;true
BEC422;100;PDPEV27084465;true
BEC423;100;PDPEV27084466;true
BAA587;100;PDPEV27084467;true
BAD274;100;PDPEV27084468;true
ABB236;100;PDPEV27084469;true
ABB237;100;PDPEV27084470;true
CAE005;100;PDPEV27084471;true
BEC038;100;PDPEV27084472;true
ABB238;100;PDPEV27084473;true
BAB683;100;PDPEV27084474;true
BAB685;100;PDPEV27084475;true
CAE007;100;PDPEV27084476;true
BAB687;100;PDPEV27084477;true
BDA358;100;PDPEV27084478;true
BBC419;100;PDPEV27084479;true
BCE181;100;PDPEV27084480;true
ADD734;100;PDPEV27084481;true
BEA673;100;PDPEV27084482;true
CAC686;100;PDPEV27084483;true
BBC230;100;PDPEV27084484;true
ACB768;100;PDPEV27084485;true
BCE016;100;PDPEV27084486;true
ACD867;100;PDPEV27084487;true
BBE292;100;PDPEV27084488;true
AED312;100;PDPEV27084489;true
ABD995;100;PDPEV27084490;true
AEB386;100;PDPEV27084491;true
BCB142;100;PDPEV27084492;true
BCC806;100;PDPEV27084493;true
AEC324;100;PDPEV27084494;true
BCB560;100;PDPEV27084495;true
BED874;100;PDPEV27084496;true
AEA692;100;PDPEV27084497;true
ACD656;100;PDPEV27084498;true
ADB016;100;PDPEV27084499;true
BAE991;100;PDPEV27084500;true
AAC149;100;PDPEV27084501;true
ACE514;100;PDPEV27084502;true
BDC894;100;PDPEV27084503;true
BDC896;100;PDPEV27084504;true
AAD588;100;PDPEV27084505;true
AAB121;100;PDPEV27084506;true
ABB639;100;PDPEV27084507;true
BEC326;100;PDPEV27084508;true
ACD335;100;PDPEV27084509;true
ABB457;100;PDPEV27084510;true
AAC442;100;PDPEV27084511;true
CAE500;100;PDPEV27084512;true
CAE501;100;PDPEV27084513;true
BCC381;100;PDPEV27084514;true
BEC569;100;PDPEV27084515;true
BBA560;100;PDPEV27084516;true
BBA561;100;PDPEV27084517;true
BEB791;100;PDPEV27084518;true
ABE346;100;PDPEV27084519;true
BEB642;100;PDPEV27084520;true
CAE502;100;PDPEV27084521;true
BAD735;100;PDPEV27084522;true
AAA958;100;PDPEV27084523;true
BAC195;100;PDPEV27084524;true
BDA831;100;PDPEV27084525;true
BCA055;100;PDPEV27084526;true
BCA056;100;PDPEV27084527;true
CAD081;100;PDPEV27084528;true
BBC635;100;PDPEV27084529;true
CAD623;100;PDPEV27084530;true
ADA414;100;PDPEV27084531;true
BCA307;100;PDPEV27084532;true
BBC636;100;PDPEV27084533;true
BBC637;100;PDPEV27084534;true
BDC061;100;PDPEV27084535;true
AAB214;100;PDPEV27084536;true
BED899;100;PDPEV27084537;true
ABC970;100;PDPEV27084538;true
ADE417;100;PDPEV27084539;true
BED895;100;PDPEV27084540;true
ADE203;100;PDPEV27084541;true
ACD469;100;PDPEV27084542;true
BBD925;100;PDPEV27084543;true
BBD947;100;PDPEV27084544;true
AAE659;100;PDPEV27084545;true
ABB277;100;PDPEV27084546;true
ACD147;100;PDPEV27084547;true
ACC021;100;PDPEV27084548;true
BEA922;100;PDPEV27084549;true
CAC940;100;PDPEV27084550;true
CAC977;100;PDPEV27084551;true
ADD887;100;PDPEV27084552;true
CAC978;100;PDPEV27084553;true
BCE330;100;PDPEV27084554;true
BEA973;100;PDPEV27084555;true
ACC074;100;PDPEV27084556;true
BCE331;100;PDPEV27084557;true
BBC542;100;PDPEV27084558;true
BCE332;100;PDPEV27084559;true
BAA734;100;PDPEV27084560;true
ADD888;100;PDPEV27084561;true
BEA974;100;PDPEV27084562;true
ABA232;100;PDPEV27084563;true
BEA997;100;PDPEV27084564;true
BCE358;100;PDPEV27084565;true
BAA745;100;PDPEV27084566;true
CAD004;100;PDPEV27084567;true
BAA747;100;PDPEV27084568;true
ADD913;100;PDPEV27084569;true
ABA246;100;PDPEV27084570;true
BDB845;100;PDPEV27084571;true
ACD173;100;PDPEV27084572;true
BEC121;100;PDPEV27084573;true
ADE995;100;PDPEV27084574;true
CAE076;100;PDPEV27084575;true
BDA404;100;PDPEV27084576;true
BDA485;100;PDPEV27084577;true
ACD404;100;PDPEV27084578;true
ABA895;100;PDPEV27084579;true
BAC018;100;PDPEV27084580;true
BAC019;100;PDPEV27084581;true
BCB369;100;PDPEV27084582;true
BDC036;100;PDPEV27084583;true
AAD343;100;PDPEV27084584;true
AEB462;100;PDPEV27084585;true
BAE737;100;PDPEV27084586;true
AEC322;100;PDPEV27084587;true
AEA593;100;PDPEV27084588;true
ACE984;100;PDPEV27084589;true
ABE988;100;PDPEV27084590;true
BDC168;100;PDPEV27084591;true
ABD870;100;PDPEV27084592;true
BCB194;100;PDPEV27084593;true
BCB270;100;PDPEV27084594;true
ACE624;100;PDPEV27084595;true
ABC704;100;PDPEV27084596;true
CAB761;100;PDPEV27084597;true
BEE837;100;PDPEV27084598;true
ABD964;100;PDPEV27084599;true
BDB741;100;PDPEV27084600;true
CAA886;100;PDPEV27084601;true
AEB486;100;PDPEV27084602;true
BEE298;100;PDPEV27084603;true
BED726;100;PDPEV27084604;true
BCB420;100;PDPEV27084605;true
BBE343;100;PDPEV27084606;true
ABD438;100;PDPEV27084607;true
AEC079;100;PDPEV27084608;true
BAD897;100;PDPEV27084609;true
ACB430;100;PDPEV27084610;true
ADA356;100;PDPEV27084611;true
BCA787;100;PDPEV27084612;true
AEC111;100;PDPEV27084613;true
AAE618;100;PDPEV27084614;true
AAE619;100;PDPEV27084615;true
CAC379;100;PDPEV27084616;true
BDC504;100;PDPEV27084617;true
CAC380;100;PDPEV27084618;true
AAE608;100;PDPEV27084619;true
BEA362;100;PDPEV27084620;true
BCD661;100;PDPEV27084621;true
AAE620;100;PDPEV27084622;true
AAE621;100;PDPEV27084623;true
ADD266;100;PDPEV27084624;true
AAB682;100;PDPEV27084625;true
AAB681;100;PDPEV27084626;true
BDC473;100;PDPEV27084627;true
BCA749;100;PDPEV27084628;true
ADD161;100;PDPEV27084629;true
AAC418;100;PDPEV27084630;true
AEB779;100;PDPEV27084631;true
ABE164;100;PDPEV27084632;true
BCB488;100;PDPEV27084633;true
BAD559;100;PDPEV27084634;true
ADE418;100;PDPEV27084635;true
BEB503;100;PDPEV27084636;true
ABD021;100;PDPEV27084637;true
CAD486;100;PDPEV27084638;true
CAD487;100;PDPEV27084639;true
BDB968;100;PDPEV27084640;true
CAD692;100;PDPEV27084641;true
CAD714;100;PDPEV27084642;true
BEC612;100;PDPEV27084643;true
BDA072;100;PDPEV27084644;true
ACC188;100;PDPEV27084645;true
BDA075;100;PDPEV27084646;true
BAE614;100;PDPEV27084647;true
BAC154;100;PDPEV27084648;true
ADE367;100;PDPEV27084649;true
BAD504;100;PDPEV27084650;true
CAC330;100;PDPEV27084651;true
ACB404;100;PDPEV27084652;true
BAC176;100;PDPEV27084653;true
CAA057;100;PDPEV27084654;true
ABE408;100;PDPEV27084655;true
AAB704;100;PDPEV27084656;true
AAC682;100;PDPEV27084657;true
BBB837;100;PDPEV27084658;true
CAC237;100;PDPEV27084659;true
ADD132;100;PDPEV27084660;true
BBE019;100;PDPEV27084661;true
BBE021;100;PDPEV27084662;true
BCD546;100;PDPEV27084663;true
CAC699;100;PDPEV27084664;true
BAE888;100;PDPEV27084665;true
BBD915;100;PDPEV27084666;true
AAC522;100;PDPEV27084667;true
BDD181;100;PDPEV27084668;true
BEB106;100;PDPEV27084669;true
BAE722;100;PDPEV27084670;true
CAA368;100;PDPEV27084671;true
ABB521;100;PDPEV27084672;true
ABB522;100;PDPEV27084673;true
BBD847;100;PDPEV27084674;true
BAC022;100;PDPEV27084675;true
AEA224;100;PDPEV27084676;true
BEC377;100;PDPEV27084677;true
AEA227;100;PDPEV27084678;true
BAB407;100;PDPEV27084679;true
ABB523;100;PDPEV27084680;true
BEC158;100;PDPEV27084681;true
ABC996;100;PDPEV27084682;true
ABC890;100;PDPEV27084683;true
BAD790;100;PDPEV27084684;true
BDD086;100;PDPEV27084685;true
ADA402;100;PDPEV27084686;true
BAD669;100;PDPEV27084687;true
ABD230;100;PDPEV27084688;true
ABC813;100;PDPEV27084689;true
ABC814;100;PDPEV27084690;true
BCA717;100;PDPEV27084691;true
AEA773;100;PDPEV27084692;true
AEB247;100;PDPEV27084693;true
BDE658;100;PDPEV27084694;true
BAC229;100;PDPEV27084695;true
AAC474;100;PDPEV27084696;true
ABE602;100;PDPEV27084697;true
CAA141;100;PDPEV27084698;true
BCC269;100;PDPEV27084699;true
BDD857;100;PDPEV27084700;true
ABC804;100;PDPEV27084701;true
BCB641;100;PDPEV27084702;true
AAD426;100;PDPEV27084703;true
CAC312;100;PDPEV27084704;true
CAC576;100;PDPEV27084705;true
ACB366;100;PDPEV27084706;true
BCD906;100;PDPEV27084707;true
AAE477;100;PDPEV27084708;true
ADD110;100;PDPEV27084709;true
BEA319;100;PDPEV27084710;true
BEA227;100;PDPEV27084711;true
ACB270;100;PDPEV27084712;true
BCD605;100;PDPEV27084713;true
AAC440;100;PDPEV27084714;true
AEC881;100;PDPEV27084715;true
BCA455;100;PDPEV27084716;true
ADA047;100;PDPEV27084717;true
CAA178;100;PDPEV27084718;true
AEB780;100;PDPEV27084719;true
BEE061;100;PDPEV27084720;true
BDC190;100;PDPEV27084721;true
BAD562;100;PDPEV27084722;true
AAB366;100;PDPEV27084723;true
AAB367;100;PDPEV27084724;true
ADA049;100;PDPEV27084725;true
