plateRSSE;parkingIdRSSE;uniqueIDRSSE;makeAutomaticPaymentRSSE
AEE294;100;PDPPSSEV8122687;true
BBB967;100;PDPPSSEV8122688;true
BDB129;100;PDPPSSEV8122689;true
CAC420;100;PDPPSSEV8122690;true
BEE029;100;PDPPSSEV8122691;true
BCA424;100;PDPPSSEV8122692;true
AAB340;100;PDPPSSEV8122693;true
ADA022;100;PDPPSSEV8122694;true
AAB341;100;PDPPSSEV8122695;true
ABD176;100;PDPPSSEV8122696;true
AAB438;100;PDPPSSEV8122697;true
AEB875;100;PDPPSSEV8122698;true
BAD646;100;PDPPSSEV8122699;true
BCA534;100;PDPPSSEV8122700;true
BDC373;100;PDPPSSEV8122701;true
ADB233;100;PDPPSSEV8122702;true
BCB579;100;PDPPSSEV8122703;true
ABE255;100;PDPPSSEV8122704;true
BAB342;100;PDPPSSEV8122705;true
BEC192;100;PDPPSSEV8122706;true
ADD562;100;PDPPSSEV8122707;true
BDA469;100;PDPPSSEV8122708;true
BAB829;100;PDPPSSEV8122709;true
AAE922;100;PDPPSSEV8122710;true
ACC713;100;PDPPSSEV8122711;true
BBE913;100;PDPPSSEV8122712;true
BBA532;100;PDPPSSEV8122713;true
BAB359;100;PDPPSSEV8122714;true
ACC270;100;PDPPSSEV8122715;true
ABA559;100;PDPPSSEV8122716;true
ABA864;100;PDPPSSEV8122717;true
BBC846;100;PDPPSSEV8122718;true
BAA976;100;PDPPSSEV8122719;true
ABA387;100;PDPPSSEV8122720;true
BEB154;100;PDPPSSEV8122721;true
AEA399;100;PDPPSSEV8122722;true
BEB196;100;PDPPSSEV8122723;true
BEB638;100;PDPPSSEV8122724;true
CAE499;100;PDPPSSEV8122725;true
BEB213;100;PDPPSSEV8122726;true
ADE515;100;PDPPSSEV8122727;true
BED789;100;PDPPSSEV8122728;true
ACE486;100;PDPPSSEV8122729;true
BCE631;100;PDPPSSEV8122730;true
BAD004;100;PDPPSSEV8122731;true
BEB214;100;PDPPSSEV8122732;true
ACE869;100;PDPPSSEV8122733;true
BCE864;100;PDPPSSEV8122734;true
BAA421;100;PDPPSSEV8122735;true
CAD504;100;PDPPSSEV8122736;true
BAA423;100;PDPPSSEV8122737;true
CAC702;100;PDPPSSEV8122738;true
CAD513;100;PDPPSSEV8122739;true
BBD093;100;PDPPSSEV8122740;true
BBD136;100;PDPPSSEV8122741;true
BEB577;100;PDPPSSEV8122742;true
BBD137;100;PDPPSSEV8122743;true
BCE874;100;PDPPSSEV8122744;true
BEB578;100;PDPPSSEV8122745;true
BBD094;100;PDPPSSEV8122746;true
BEB579;100;PDPPSSEV8122747;true
BDA025;100;PDPPSSEV8122748;true
BBD096;100;PDPPSSEV8122749;true
ABB033;100;PDPPSSEV8122750;true
BBD833;100;PDPPSSEV8122751;true
ADE699;100;PDPPSSEV8122752;true
BDA640;100;PDPPSSEV8122753;true
BAB560;100;PDPPSSEV8122754;true
CAC381;100;PDPPSSEV8122755;true
BAB562;100;PDPPSSEV8122756;true
BAD408;100;PDPPSSEV8122757;true
BED892;100;PDPPSSEV8122758;true
BBD445;100;PDPPSSEV8122759;true
ACE896;100;PDPPSSEV8122760;true
BAB630;100;PDPPSSEV8122761;true
ADE869;100;PDPPSSEV8122762;true
BAB631;100;PDPPSSEV8122763;true
BAB633;100;PDPPSSEV8122764;true
ABC963;100;PDPPSSEV8122765;true
BAB995;100;PDPPSSEV8122766;true
ABB181;100;PDPPSSEV8122767;true
CAD211;100;PDPPSSEV8122768;true
BAA924;100;PDPPSSEV8122769;true
ADB733;100;PDPPSSEV8122770;true
BDA384;100;PDPPSSEV8122771;true
ADE971;100;PDPPSSEV8122772;true
CAE052;100;PDPPSSEV8122773;true
ADE973;100;PDPPSSEV8122774;true
AAB415;100;PDPPSSEV8122775;true
ACB913;100;PDPPSSEV8122776;true
BCE147;100;PDPPSSEV8122777;true
BCE148;100;PDPPSSEV8122778;true
ACD055;100;PDPPSSEV8122779;true
BEC417;100;PDPPSSEV8122780;true
ABA054;100;PDPPSSEV8122781;true
BCC346;100;PDPPSSEV8122782;true
BBA846;100;PDPPSSEV8122783;true
CAE346;100;PDPPSSEV8122784;true
ACB992;100;PDPPSSEV8122785;true
BEC275;100;PDPPSSEV8122786;true
BDC236;100;PDPPSSEV8122787;true
BDA538;100;PDPPSSEV8122788;true
BDA539;100;PDPPSSEV8122789;true
AEA137;100;PDPPSSEV8122790;true
CAE214;100;PDPPSSEV8122791;true
BEC276;100;PDPPSSEV8122792;true
AAB429;100;PDPPSSEV8122793;true
ABB443;100;PDPPSSEV8122794;true
BDC238;100;PDPPSSEV8122795;true
BAA594;100;PDPPSSEV8122796;true
BAA595;100;PDPPSSEV8122797;true
BBC424;100;PDPPSSEV8122798;true
CAC871;100;PDPPSSEV8122799;true
ADD742;100;PDPPSSEV8122800;true
CAC460;100;PDPPSSEV8122801;true
BCA804;100;PDPPSSEV8122802;true
CAC461;100;PDPPSSEV8122803;true
AEC136;100;PDPPSSEV8122804;true
BBB939;100;PDPPSSEV8122805;true
CAC462;100;PDPPSSEV8122806;true
BDC532;100;PDPPSSEV8122807;true
BAA192;100;PDPPSSEV8122808;true
BEA462;100;PDPPSSEV8122809;true
ADA209;100;PDPPSSEV8122810;true
BCD875;100;PDPPSSEV8122811;true
AAB578;100;PDPPSSEV8122812;true
CAC551;100;PDPPSSEV8122813;true
ABD112;100;PDPPSSEV8122814;true
BCA395;100;PDPPSSEV8122815;true
BDC145;100;PDPPSSEV8122816;true
BEE001;100;PDPPSSEV8122817;true
BEE066;100;PDPPSSEV8122818;true
ABD062;100;PDPPSSEV8122819;true
ABD114;100;PDPPSSEV8122820;true
BCA485;100;PDPPSSEV8122821;true
BDC212;100;PDPPSSEV8122822;true
AAB406;100;PDPPSSEV8122823;true
AAE503;100;PDPPSSEV8122824;true
BAD585;100;PDPPSSEV8122825;true
BAB382;100;PDPPSSEV8122826;true
ADE517;100;PDPPSSEV8122827;true
CAD213;100;PDPPSSEV8122828;true
BDC114;100;PDPPSSEV8122829;true
BCA359;100;PDPPSSEV8122830;true
BAD305;100;PDPPSSEV8122831;true
CAD744;100;PDPPSSEV8122832;true
BAB154;100;PDPPSSEV8122833;true
ABA657;100;PDPPSSEV8122834;true
AEE210;100;PDPPSSEV8122835;true
CAD632;100;PDPPSSEV8122836;true
BBD210;100;PDPPSSEV8122837;true
ABA870;100;PDPPSSEV8122838;true
ABA871;100;PDPPSSEV8122839;true
BDA117;100;PDPPSSEV8122840;true
BCE776;100;PDPPSSEV8122841;true
BBD211;100;PDPPSSEV8122842;true
ACA497;100;PDPPSSEV8122843;true
BBD213;100;PDPPSSEV8122844;true
BBD333;100;PDPPSSEV8122845;true
ADE572;100;PDPPSSEV8122846;true
ACC561;100;PDPPSSEV8122847;true
BEB483;100;PDPPSSEV8122848;true
BBD048;100;PDPPSSEV8122849;true
ACC854;100;PDPPSSEV8122850;true
BEB649;100;PDPPSSEV8122851;true
BAB221;100;PDPPSSEV8122852;true
ADE422;100;PDPPSSEV8122853;true
BCE847;100;PDPPSSEV8122854;true
ADE710;100;PDPPSSEV8122855;true
BAB239;100;PDPPSSEV8122856;true
BAB481;100;PDPPSSEV8122857;true
ABA873;100;PDPPSSEV8122858;true
ABB034;100;PDPPSSEV8122859;true
BCE849;100;PDPPSSEV8122860;true
BAB482;100;PDPPSSEV8122861;true
ACA498;100;PDPPSSEV8122862;true
BCE850;100;PDPPSSEV8122863;true
AAA989;100;PDPPSSEV8122864;true
AAB016;100;PDPPSSEV8122865;true
BED685;100;PDPPSSEV8122866;true
ACC414;100;PDPPSSEV8122867;true
AEB645;100;PDPPSSEV8122868;true
BED690;100;PDPPSSEV8122869;true
ACE711;100;PDPPSSEV8122870;true
AEB647;100;PDPPSSEV8122871;true
AEB454;100;PDPPSSEV8122872;true
BDB917;100;PDPPSSEV8122873;true
BAD224;100;PDPPSSEV8122874;true
BED917;100;PDPPSSEV8122875;true
ACE714;100;PDPPSSEV8122876;true
AAB017;100;PDPPSSEV8122877;true
AEB539;100;PDPPSSEV8122878;true
AEB540;100;PDPPSSEV8122879;true
BAB021;100;PDPPSSEV8122880;true
ACC384;100;PDPPSSEV8122881;true
BDA071;100;PDPPSSEV8122882;true
BEB426;100;PDPPSSEV8122883;true
CAD691;100;PDPPSSEV8122884;true
CAB091;100;PDPPSSEV8122885;true
BEB427;100;PDPPSSEV8122886;true
ADE335;100;PDPPSSEV8122887;true
BEB431;100;PDPPSSEV8122888;true
BCC533;100;PDPPSSEV8122889;true
CAD127;100;PDPPSSEV8122890;true
BCD460;100;PDPPSSEV8122891;true
BEC386;100;PDPPSSEV8122892;true
BBC425;100;PDPPSSEV8122893;true
CAD191;100;PDPPSSEV8122894;true
ADD744;100;PDPPSSEV8122895;true
BBC228;100;PDPPSSEV8122896;true
BEC047;100;PDPPSSEV8122897;true
BCE523;100;PDPPSSEV8122898;true
ADE932;100;PDPPSSEV8122899;true
ABB246;100;PDPPSSEV8122900;true
BCA484;100;PDPPSSEV8122901;true
ADE933;100;PDPPSSEV8122902;true
BEC051;100;PDPPSSEV8122903;true
BAD537;100;PDPPSSEV8122904;true
BEC052;100;PDPPSSEV8122905;true
ABD161;100;PDPPSSEV8122906;true
BAB703;100;PDPPSSEV8122907;true
AEB834;100;PDPPSSEV8122908;true
BAB795;100;PDPPSSEV8122909;true
AEA134;100;PDPPSSEV8122910;true
BBD740;100;PDPPSSEV8122911;true
AEA135;100;PDPPSSEV8122912;true
BEE113;100;PDPPSSEV8122913;true
AAA842;100;PDPPSSEV8122914;true
ACE531;100;PDPPSSEV8122915;true
ABA047;100;PDPPSSEV8122916;true
BEE114;100;PDPPSSEV8122917;true
ACB907;100;PDPPSSEV8122918;true
ABD270;100;PDPPSSEV8122919;true
BEE209;100;PDPPSSEV8122920;true
BAD045;100;PDPPSSEV8122921;true
BED511;100;PDPPSSEV8122922;true
BAA540;100;PDPPSSEV8122923;true
AAB528;100;PDPPSSEV8122924;true
BEC076;100;PDPPSSEV8122925;true
BDC330;100;PDPPSSEV8122926;true
BDC331;100;PDPPSSEV8122927;true
AAB531;100;PDPPSSEV8122928;true
ABD272;100;PDPPSSEV8122929;true
BDC332;100;PDPPSSEV8122930;true
CAC236;100;PDPPSSEV8122931;true
ADA883;100;PDPPSSEV8122932;true
ABD978;100;PDPPSSEV8122933;true
BCB283;100;PDPPSSEV8122934;true
BCB284;100;PDPPSSEV8122935;true
BEE934;100;PDPPSSEV8122936;true
ABD980;100;PDPPSSEV8122937;true
ADD133;100;PDPPSSEV8122938;true
BBB781;100;PDPPSSEV8122939;true
ABD982;100;PDPPSSEV8122940;true
ADA884;100;PDPPSSEV8122941;true
BEA247;100;PDPPSSEV8122942;true
BAE606;100;PDPPSSEV8122943;true
BEA248;100;PDPPSSEV8122944;true
BAE634;100;PDPPSSEV8122945;true
ADB048;100;PDPPSSEV8122946;true
BDA479;100;PDPPSSEV8122947;true
BEC302;100;PDPPSSEV8122948;true
ACD317;100;PDPPSSEV8122949;true
BEC549;100;PDPPSSEV8122950;true
BBE032;100;PDPPSSEV8122951;true
CAE483;100;PDPPSSEV8122952;true
ADB064;100;PDPPSSEV8122953;true
BAC182;100;PDPPSSEV8122954;true
ADB065;100;PDPPSSEV8122955;true
AAC496;100;PDPPSSEV8122956;true
AEA382;100;PDPPSSEV8122957;true
ABE158;100;PDPPSSEV8122958;true
AEC848;100;PDPPSSEV8122959;true
CAE484;100;PDPPSSEV8122960;true
CAA101;100;PDPPSSEV8122961;true
ADE489;100;PDPPSSEV8122962;true
BAE533;100;PDPPSSEV8122963;true
BDD214;100;PDPPSSEV8122964;true
ABE048;100;PDPPSSEV8122965;true
AAC485;100;PDPPSSEV8122966;true
AEC743;100;PDPPSSEV8122967;true
BDD290;100;PDPPSSEV8122968;true
ABB036;100;PDPPSSEV8122969;true
BBD216;100;PDPPSSEV8122970;true
BBB018;100;PDPPSSEV8122971;true
ABA874;100;PDPPSSEV8122972;true
CAD490;100;PDPPSSEV8122973;true
BBD350;100;PDPPSSEV8122974;true
BDA126;100;PDPPSSEV8122975;true
BBD071;100;PDPPSSEV8122976;true
AAE603;100;PDPPSSEV8122977;true
BDA613;100;PDPPSSEV8122978;true
ACC327;100;PDPPSSEV8122979;true
BDA614;100;PDPPSSEV8122980;true
AEA191;100;PDPPSSEV8122981;true
ABA492;100;PDPPSSEV8122982;true
BDA615;100;PDPPSSEV8122983;true
BAA967;100;PDPPSSEV8122984;true
BEB259;100;PDPPSSEV8122985;true
ACB284;100;PDPPSSEV8122986;true
ABA494;100;PDPPSSEV8122987;true
ABB090;100;PDPPSSEV8122988;true
BBD192;100;PDPPSSEV8122989;true
BDA183;100;PDPPSSEV8122990;true
BCE620;100;PDPPSSEV8122991;true
BBD193;100;PDPPSSEV8122992;true
ACC707;100;PDPPSSEV8122993;true
ACC708;100;PDPPSSEV8122994;true
BDA000;100;PDPPSSEV8122995;true
BAB356;100;PDPPSSEV8122996;true
BAB665;100;PDPPSSEV8122997;true
ABB091;100;PDPPSSEV8122998;true
ABB216;100;PDPPSSEV8122999;true
BEB628;100;PDPPSSEV8123000;true
BAD348;100;PDPPSSEV8123001;true
ABA880;100;PDPPSSEV8123002;true
ADE579;100;PDPPSSEV8123003;true
AAB164;100;PDPPSSEV8123004;true
AEB569;100;PDPPSSEV8123005;true
BBC841;100;PDPPSSEV8123006;true
ADE900;100;PDPPSSEV8123007;true
BAB845;100;PDPPSSEV8123008;true
CAE165;100;PDPPSSEV8123009;true
ADB732;100;PDPPSSEV8123010;true
BAB846;100;PDPPSSEV8123011;true
BBD858;100;PDPPSSEV8123012;true
ABB537;100;PDPPSSEV8123013;true
BCA607;100;PDPPSSEV8123014;true
BAC033;100;PDPPSSEV8123015;true
BEC338;100;PDPPSSEV8123016;true
ACB695;100;PDPPSSEV8123017;true
CAE277;100;PDPPSSEV8123018;true
ABB474;100;PDPPSSEV8123019;true
ADA191;100;PDPPSSEV8123020;true
BBD796;100;PDPPSSEV8123021;true
BEC339;100;PDPPSSEV8123022;true
